认识,-0.014391706161887806
有感情,-0.039504006326388355
仔细,-0.04459734109640865
历史,-0.15978205351821356
可贵,-0.23942074218236703
高,-0.30834881743136355
小朋友,-0.5054237324941581
方便,-0.5310717261765239
震撼人心,-0.7056927434133895
女生,-0.7297802428377937
重要,-0.7359854459930742
熱,-0.8112014919946688
全,-0.8245796890282858
严峻,-0.8429279432956772
准时,-0.8511900326515422
像我,-0.8957768733584988
羡慕,-0.9094909200185632
猪,-0.983797423404043
长,-1.0304419496706778
赚钱,-1.0736722296903651
怀念,-1.0814050714331855
生活,-1.11795858168934
朋友,-1.129248703663942
隐蔽,-1.1304731012053284
家,-1.1723884977690722
洒脱,-1.195473322675659
发展,-1.2723832246000466
有学问,-1.370607644074765
思维,-1.4394714612518063
紧,-1.465849844205468
高科技,-1.4840156490921905
惊悚,-1.513864357984633
嫉妒,-1.5183347206387252
老婆,-1.5799293647403123
文字,-1.625038159355251
日本,-1.6700277958360539
狂热,-1.6858021480979146
感慨,-1.72611452241717
唯一,-1.756621688635486
起来,-1.802937469476953
最大,-1.813034788245106
意外,-1.8860851160186043
坚强,-2.021328503771006
世界,-2.029264315776266
饱,-2.093959557293132
人生,-2.103878625151344
想知道,-2.121550463717261
表情,-2.138079145282144
听,-2.1594994271668995
软,-2.171725038269621
拼,-2.2064436765088478
老板,-2.211871228643187
想你,-2.2156229533960405
扯淡,-2.2707124225352566
娘,-2.299853702642188
要好,-2.331445967102848
穿,-2.3339490294424934
自由,-2.3387267801958957
對,-2.5154800623775944
绝,-2.529997589507674
情感,-2.6006898422173297
老师,-2.6870350404248975
出名,-2.776850796587166
爸爸,-2.8191877904245137
qq,-2.8259823206618564
在意,-2.887915168686167
怎样,-2.9552046982241493
很多,-2.9599729132806925
骚,-2.9903727623727363
贴切,-3.0538506030528714
怕冷,-3.066104481139278
眼前,-3.1198932666465695
要做,-3.314640527909907
发达,-3.3302474752897986
神,-3.3772599280139026
自我,-3.382784673428778
懂事,-3.4955429863749776
位置,-3.5215634140230043
长时间,-3.528928241537681
人多,-3.556177698440579
游戏,-3.558648879238394
写实,-3.571643877602636
行,-3.590908654247717
胖,-3.714329076780593
强,-3.746556636003351
火,-3.7606502851128405
不屑,-3.8182593564596043
发,-3.8201390411756933
准,-3.8381658383964563
安心,-3.9538804647091106
抽,-3.96519542469008
不厚道,-4.170737834799019
减肥,-4.262795638522077
亢奋,-4.3204854987724906
干,-4.324018190967798
国内,-4.336863290108553
无所谓,-4.368622237234749
实际,-4.542724134333722
淡定,-4.588337523301251
淡,-4.604794807286529
对,-4.686202538149339
熟,-4.776389510068536
强烈,-4.7873570974957875
好,-4.7903995145272935
深,-4.816052554267196
必要,-4.909583983751907
白,-4.910207238128261
信任,-5.180819006038664
幻想,-5.2186216189892
媒体,-5.265080161101938
无趣,-5.278535480669286
气,-5.288129368394424
八卦,-5.322758449465504
看不见,-5.382049163676315
重口味,-5.452192379624738
工作,-5.456999334040789
养,-5.4893726158274525
想做,-5.539763315734098
符合,-5.728252809988027
不对,-5.73031404863707
贵,-5.734021485901339
多情,-5.815762915610223
右边,-5.871766897099881
中国,-5.9223994689210615
父亲,-5.944867726640049
想去,-5.950608876968029
不成熟,-6.009357767254239
老,-6.00957002520611
多好,-6.033079335026042
拽,-6.0478785158171995
不淡定,-6.072258238015831
看,-6.111870679886754
直白,-6.161222500178959
空,-6.17840933802534
辛酸,-6.194558601865276
玩,-6.283869201507264
男人,-6.299608898935201
恶搞,-6.301167000184733
無聊,-6.305790150352117
困难,-6.3296434163105015
过分,-6.340005879315714
理智,-6.357433547905543
真心,-6.434538564190451
苦难,-6.444087241391483
关键,-6.44763323379919
过去,-6.486918575092714
主动,-6.507309727594831
有,-6.5209731353410225
镜头,-6.583848579935748
关心我,-6.717835772668792
想说,-6.76945560124164
责任,-6.773229721551097
短,-6.8416267499973715
看到,-6.9031708571112
嫌弃,-6.934149493933152
多,-7.001425435159769
旧,-7.007889972320469
像,-7.08435941629443
肯定,-7.108484516320273
坎坷,-7.117699952806393
相似,-7.253354977835819
别扭,-7.334368387079128
凉快,-7.541094475548935
关心,-7.571872875179848
默默,-7.606326303618799
傻b,-7.608549591487454
开始,-7.636926129208712
是我,-7.691877138762386
幼稚,-7.771212195840377
周末,-7.783067864018025
雷,-7.808808275779975
水,-7.921646878861072
做,-7.964149890897144
不靠谱,-8.017418700899958
硬,-8.06830204040325
民主,-8.13945851746711
欠,-8.166904552897499
久了,-8.199852422339845
可耻,-8.207030023803283
久,-8.21066693174898
痛快,-8.314869813814603
文明,-8.392738139358002
宅,-8.398377458858192
呆,-8.407131426651832
时间,-8.422676826533351
烂,-8.435129081204828
懂,-8.53839690646454
次,-8.553812536319795
老实,-8.558501037070352
过,-8.591936583562305
感觉,-8.637035526064698
苹果,-8.639450907296212
雷人,-8.676724572001888
多人,-8.770179640279354
软弱,-8.788437656741472
少,-8.814031412426154
明天,-8.919263414202065
后,-8.96495722936704
瞌睡,-8.987786712136003
严厉,-9.052406081211462
有同感,-9.056052441612902
多事情,-9.070524157704464
猛烈,-9.122208792672541
衣服,-9.315228022004511
书,-9.368989772333675
写,-9.455340415309173
风光,-9.51165849009586
稳,-9.515048606593567
需要帮助,-9.5880473096236
撑,-9.642825743364334
想看,-9.79766079754836
是,-9.822892882743252
亏,-9.827951530289614
意思,-9.843291396405249
身边,-9.846337214404766
搞,-9.847126269997101
